NAME,ADDRESS,CITY,STATE,COUNTRY,ZIP,TYPE,STATUS,POPULATION,COUNTY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,WEBSITE,OWNER,BEDS
ELKHART GENERAL HOSPITAL,600 EAST BLVD,ELKHART,IN,USA,46514,GENERAL ACUTE CARE,OPEN,270,ELKHART,41.67934735,-85.99327056,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.egh.org,NON-PROFIT,270
INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,2401 UNIVERSITY AVE,MUNCIE,IN,USA,47303,GENERAL ACUTE CARE,OPEN,379,DELAWARE,40.19677753,-85.41555594,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.iuhealth.org,NON-PROFIT,379
INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC,2209 JOHN R WOODEN DR,MARTINSVILLE,IN,USA,46151,GENERAL ACUTE CARE,OPEN,92,MORGAN,39.42589574,-86.404839,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.iuhealth.org/morgan/,NON-PROFIT,92
COMMUNITY HOSPITAL,901 MACARTHUR BLVD,MUNSTER,IN,USA,46321,GENERAL ACUTE CARE,OPEN,458,LAKE,41.55061751,-87.50590961,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.comhs.org,NON-PROFIT,458
METHODIST HOSPITALS INC,600 GRANT ST,GARY,IN,USA,46402,GENERAL ACUTE CARE,OPEN,536,LAKE,41.59955943,-87.35767033,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.methodisthospitals.org,NON-PROFIT,536
FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST,1701 S CREASY LN,LAFAYETTE,IN,USA,47905,GENERAL ACUTE CARE,OPEN,186,TIPPECANOE,40.39402023,-86.83454906,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.ste.org,NON-PROFIT,186
ALLEN MEMORIAL HOSPITAL,1825 LOGAN AVENUE,WATERLOO,IA,USA,50703,GENERAL ACUTE CARE,OPEN,12,BLACK HAWK,42.52675482,-92.33893747,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,http://www.allenhospital.org,NON-PROFIT,12
INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC,1000 S MAIN ST,TIPTON,IN,USA,46072,CRITICAL ACCESS,OPEN,25,TIPTON,40.27193035,-86.04216225,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.iuhealth.org,NON-PROFIT,25
FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE CENTRAL,1501 HARTFORD ST,LAFAYETTE,IN,USA,47904,GENERAL ACUTE CARE,OPEN,302,TIPPECANOE,40.42728686,-86.88144621,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.ste.org,NON-PROFIT,302
MARION GENERAL HOSPITAL,441 N WABASH AVE,MARION,IN,USA,46952,GENERAL ACUTE CARE,OPEN,97,GRANT,40.5636952,-85.66416326,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.mgh.net,NON-PROFIT,97
COMMUNITY HOSPITAL OF BREMEN INC,1020 HIGH RD,BREMEN,IN,USA,46506,CRITICAL ACCESS,OPEN,24,MARSHALL,41.45646777,-86.15884972,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.bremenhospital.com,NON-PROFIT,24
PARKVIEW HUNTINGTON HOSPITAL,2001 STULTS RD,HUNTINGTON,IN,USA,46750,GENERAL ACUTE CARE,OPEN,36,HUNTINGTON,40.90587774,-85.48874698,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.parkview.com,NON-PROFIT,36
SUMMA HEALTH SYSTEM BARBERTON HOSPITAL,155 5TH STREET N E,BARBERTON,OH,USA,44203,GENERAL ACUTE CARE,OPEN,271,SUMMIT,41.01507133,-81.58899782,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.summahealth.org/locations/hospitals/barberton,NON-PROFIT,271
ST THOMAS HOSPITAL,444 NORTH MAIN STREET,AKRON,OH,USA,44310,GENERAL ACUTE CARE,OPEN,392,SUMMIT,41.09763439,-81.51407331,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.summahealth.org/locations/hospitals/stthomas,NON-PROFIT,392
FAYETTE REGIONAL HEALTH SYSTEM,1941 VIRGINIA AVE,CONNERSVILLE,IN,USA,47331,GENERAL ACUTE CARE,OPEN,99,FAYETTE,39.65623818,-85.132661,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.fayetteregional.org,NON-PROFIT,99
INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL,720 SOUTH SIXTH ST,MONTICELLO,IN,USA,47960,CRITICAL ACCESS,OPEN,25,WHITE,40.73397469,-86.77759961,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.iuhealth.org/white-memorial,NON-PROFIT,25
LANDMANN-JUNGMAN MEMORIAL HOSPITAL,600 BILLARS STREET,SCOTLAND,SD,USA,57059,CRITICAL ACCESS,OPEN,25,BON HOMME,43.14903616,-97.72904524,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,http://www.ljmh.org,NON-PROFIT,25
KINDRED HOSPITAL ARIZONA - PHOENIX,40 EAST INDIANOLA AVE,PHOENIX,AZ,USA,85012,GENERAL ACUTE CARE,OPEN,58,MARICOPA,33.49265294,-112.0719948,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.azdhs.gov/als/databases/,http://www.khphoenix.com/,PROPRIETARY,58
ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,USA,85032,GENERAL ACUTE CARE,OPEN,136,MARICOPA,33.63975818,-111.99747,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.azdhs.gov/als/databases/,https://www.abrazohealth.com,PROPRIETARY,136
DAY KIMBALL HOSPITAL,320 POMFRET STREET,PUTNAM,CT,USA,6260,GENERAL ACUTE CARE,OPEN,104,WINDHAM,41.90665998,-71.9144552,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx,http://www.daykimball.org/services-and-locations/day-kimball-hospital/,NON-PROFIT,104
WINDHAM COMMUNITY MEMORIAL HOSPITAL,112 MANSFIELD AVE,WILLIMANTIC,CT,USA,6226,GENERAL ACUTE CARE,OPEN,130,WINDHAM,41.71730064,-72.22637526,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx,http://www.windhamhospital.org,NON-PROFIT,130
MILFORD HOSPITAL,300 SEASIDE AVENUE,MILFORD,CT,USA,6460,GENERAL ACUTE CARE,OPEN,87,NEW HAVEN,41.21658463,-73.06501498,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx,http://www.milfordhospital.org,NON-PROFIT,87
GRIFFIN HOSPITAL,130 DIVISION ST,DERBY,CT,USA,6418,GENERAL ACUTE CARE,OPEN,160,NEW HAVEN,41.335613,-73.08920514,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx,http://www.griffinhealth.org,NON-PROFIT,160
THE HOSPITAL OF CENTRAL CONNECTICUT,100 GRAND STREET,NEW BRITAIN,CT,USA,6050,GENERAL ACUTE CARE,OPEN,229,HARTFORD,41.66104867,-72.7877484,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx,http://www.thocc.org,NON-PROFIT,229
FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES,1850 STATE ST,NEW ALBANY,IN,USA,47150,GENERAL ACUTE CARE,OPEN,225,FLOYD,38.30136439,-85.83433519,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.floydmemorial.com,GOVERNMENT - LOCAL,225
"GUIDANCE CENTER, THE",2187 N. VICKEY STREET,FLAGSTAFF,AZ,USA,86004,GENERAL ACUTE CARE,OPEN,16,COCONINO,35.20669667,-111.606494,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.azdhs.gov/als/databases/,http://tgcaz.org,NOT AVAILABLE,16
NORTH OKALOOSA MEDICAL CENTER,151 REDSTONE AVE SE,CRESTVIEW,FL,USA,32539,GENERAL ACUTE CARE,OPEN,110,OKALOOSA,30.73535463,-86.56252529,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.northokaloosa.com,PROPRIETARY,110
SCOTTSDALE LIBERTY HOSPITAL,17500 NORTH PERIMITER DRIVE,SCOTTSDALE,AZ,USA,85255,GENERAL ACUTE CARE,OPEN,12,MARICOPA,33.64366959,-111.8983716,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.azdhs.gov/als/databases/,http://freedompainhospital.com,NOT AVAILABLE,12
WEST FLORIDA COMMUNITY CARE CENTER,5500 STEWART ST,MILTON,FL,USA,32570,GENERAL ACUTE CARE,OPEN,100,SANTA ROSA,30.63437537,-87.04253328,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.bhcpns.org/BehavioralHealth/,NON-PROFIT,100
TALLAHASSEE MEMORIAL HOSPITAL,1300 MICCOSUKEE RD,TALLAHASSEE,FL,USA,32308,GENERAL ACUTE CARE,OPEN,772,LEON,30.45688093,-84.26140729,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.tmh.org,NON-PROFIT,772
BAPTIST HOSPITAL,1000 W MORENO ST,PENSACOLA,FL,USA,32501,GENERAL ACUTE CARE,OPEN,492,ESCAMBIA,30.4294179,-87.2304209,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.ebaptisthealthcare.org,NON-PROFIT,492
BAPTIST MEDICAL CENTER SOUTH,14550 OLD SAINT AUGUSTINE RD,JACKSONVILLE,FL,USA,32258,GENERAL ACUTE CARE,OPEN,226,DUVAL,30.13877786,-81.53538489,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.baptistjax.com/locations/baptist-medical-center-south,NON-PROFIT,226
SPECIALTY HOSPITAL JACKSONVILLE,4901 RICHARD ST,JACKSONVILLE,FL,USA,32207,GENERAL ACUTE CARE,OPEN,107,DUVAL,30.2716244,-81.61546189,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.specialtyhospitaljax.com,PROPRIETARY,107
BAY MEDICAL CENTER SACRED HEART,615 N BONITA AVE,PANAMA CITY,FL,USA,32401,GENERAL ACUTE CARE,OPEN,323,BAY,30.15973183,-85.64753238,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.baymedical.org,GOVERNMENT - DISTRICT/AUTHORITY,323
HEALTHMARK REGIONAL MEDICAL CENTER,4413 US HWY 331 S,DEFUNIAK SPRINGS,FL,USA,32435,GENERAL ACUTE CARE,OPEN,50,WALTON,30.65971622,-86.11795042,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.healthmarkregional.com,PROPRIETARY,50
CARSON TAHOE REGIONAL MEDICAL CENTER,1600 MEDICAL PKWY,CARSON CITY,NV,USA,89703,GENERAL ACUTE CARE,OPEN,185,CARSON CITY,39.20211959,-119.7843831,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dpbh.nv.gov/Reg/HealthFacilities/Community_Resources/,www.carsontahoe.com,NON-PROFIT,185
JENNERSVILLE REGIONAL HOSPITAL,1015 WEST BALTIMORE PIKE,WEST GROVE,PA,USA,19390,GENERAL ACUTE CARE,OPEN,59,CHESTER,39.822039,-75.887735,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.jennersville.com,PROPRIETARY,59
BARNES-JEWISH HOSPITAL,ONE BARNES-JEWISH HOSPITAL PLAZA,ST. LOUIS,MO,USA,63110,GENERAL ACUTE CARE,OPEN,1110,ST. LOUIS CITY,38.63567447,-90.26471606,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,http://www.barnesjewish.org,NON-PROFIT,1110
CORRY MEMORIAL HOSPITAL,612 WEST SMITH STREET,CORRY,PA,USA,16407,GENERAL ACUTE CARE,CLOSED,35,ERIE,41.924613,-79.653312,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=909,http://www.corryhospital.com,NON-PROFIT,35
MARTHA'S VINEYARD HOSPITAL,ONE HOSPITAL ROAD,OAK BLUFFS,MA,USA,2557,GENERAL ACUTE CARE,OPEN,25,DUKES,41.4608,-70.5798,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.marthasvineyardhospital.org,NON-PROFIT,25
SOUTHCOAST HOSPITALS GROUP - ST. LUKE'S HOSPITAL,101 PAGE STREET,NEW BEDFORD,MA,USA,2740,GENERAL ACUTE CARE,OPEN,391,BRISTOL,41.6264,-70.9384,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.southcoast.org/stlukes/,NON-PROFIT,391
BERKSHIRE MEDICAL CENTER - BERKSHIRE CAMPUS,725 NORTH STREET,PITTSFIELD,MA,USA,1201,GENERAL ACUTE CARE,OPEN,298,BERKSHIRE,42.46,-73.2492,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.berkshirehealthsystems.org/BMC,NON-PROFIT,298
CAPE COD HOSPITAL,27 PARK STREET,BARNSTABLE,MA,USA,2601,GENERAL ACUTE CARE,OPEN,252,BARNSTABLE,41.6534,-70.2729,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.capecodhealth.org/hospitals-facilities/cape-cod-hospital/,NON-PROFIT,252
"RCHP-SIERRA VISTA, INC.",300 EL CAMINO REAL,SIERRA VISTA,AZ,USA,85635,GENERAL ACUTE CARE,CLOSED,-999,COCHISE,31.55139863,-110.2716749,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.azdhs.gov/als/databases/,NOT AVAILABLE,NOT AVAILABLE,-999
PARKVIEW WABASH HOSPITAL,710 N EAST ST,WABASH,IN,USA,46992,CRITICAL ACCESS,OPEN,25,WABASH,40.80691662,-85.81587004,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.wchospital.com,GOVERNMENT - LOCAL,25
ST. VINCENT ANDERSON REGIONAL HOSPITAL,2015 JACKSON ST,ANDERSON,IN,USA,46016,GENERAL ACUTE CARE,OPEN,195,MADISON,40.09548494,-85.68130594,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.stvincent.org/Saint-Johns/Default.aspx,NON-PROFIT,195
CARITAS CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,USA,2124,GENERAL ACUTE CARE,OPEN,159,SUFFOLK,42.2775,-71.0654,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://steward.org/Carney-Hospital,NON-PROFIT,159
CLINTON HOSPITAL,201 HIGHLAND STREET,CLINTON,MA,USA,1510,GENERAL ACUTE CARE,OPEN,41,WORCESTER,42.4275,-71.6929,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.umassmemorial.org/clinton-hospital,NON-PROFIT,41
HEYWOOD HOSPITAL,242 GREEN STREET,GARDNER,MA,USA,1440,GENERAL ACUTE CARE,OPEN,134,WORCESTER,42.5863,-71.9871,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.heywood.org,NON-PROFIT,134
UMASS MEMORIAL MEDICAL CENTER - MEMORIAL CAMPUS,119 BELMONT STREET,WORCESTER,MA,USA,1605,GENERAL ACUTE CARE,OPEN,303,WORCESTER,42.2729,-71.7923,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.umassmemorial.org,NON-PROFIT,303
SAINTS MEDICAL CENTER,1 HOSPITAL DRIVE,LOWELL,MA,USA,1852,GENERAL ACUTE CARE,OPEN,157,MIDDLESEX,42.6457,-71.3008,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.lowellgeneral.org/,NON-PROFIT,157
NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,USA,2462,GENERAL ACUTE CARE,OPEN,265,MIDDLESEX,42.3312,-71.246,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.nwh.org,NON-PROFIT,265
CAMBRIDGE HEALTH ALLIANCE - CAMBRIDGE CAMPUS,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,USA,2139,GENERAL ACUTE CARE,OPEN,189,MIDDLESEX,42.3745,-71.1041,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.challiance.org/Locations/CambridgeHospitalcampus.aspx,GOVERNMENT - DISTRICT/AUTHORITY,189
CAMBRIDGE HEALTH ALLIANCE - WHIDDEN MEMORIAL CAMPUS,103 GARLAND STREET,EVERETT,MA,USA,2149,GENERAL ACUTE CARE,OPEN,-999,MIDDLESEX,42.4093,-71.0394,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.challiance.org/Locations/WhiddenHospitalCampus.aspx,GOVERNMENT - DISTRICT/AUTHORITY,-999
BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,USA,1199,GENERAL ACUTE CARE,OPEN,724,HAMPDEN,42.1217,-72.6032,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.baystatehealth.org/bmc,NON-PROFIT,724
OWATONNA HOSPITAL,2250 26TH STREET NORTHWEST,OWATONNA,MN,USA,55060,GENERAL ACUTE CARE,OPEN,43,STEELE,44.1120137,-93.25109201,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.state.mn.us/divs/fpc/directory/providerselect.cfm,https://www.allinahealth.org/Owatonna-Hospital/,NON-PROFIT,43
WESLEY MEDICAL CENTER,550 N HILLSIDE ST,WICHITA,KS,USA,67214,GENERAL ACUTE CARE,OPEN,595,SEDGWICK,37.69499303,-97.29790346,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.kdheks.gov/bhfr/fac_list/,http://www.wesleymc.com,PROPRIETARY,595
UNITED HOSPITAL,333 NORTH SMITH AVENUE,ST PAUL,MN,USA,55102,GENERAL ACUTE CARE,OPEN,546,RAMSEY,44.94337981,-93.10714494,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.state.mn.us/divs/fpc/directory/providerselect.cfm,https://www.allinahealth.org/United-Hospital/,NON-PROFIT,546
REGENCY HOSPITAL OF MPLS LLC,1300 HIDDEN LAKES PARKWAY,GOLDEN VALLEY,MN,USA,55422,GENERAL ACUTE CARE,OPEN,92,HENNEPIN,44.99230321,-93.33367574,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.state.mn.us/divs/fpc/directory/providerselect.cfm,http://www.regencyhospital.com,GOVERNMENT - DISTRICT/AUTHORITY,92
SAINT ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,BOISE,ID,USA,83706,GENERAL ACUTE CARE,OPEN,384,ADA,43.6134328,-116.2558081,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://healthandwelfare.idaho.gov/Portals/0/Medical/LicensingCertification/AlphaHospital.pdf,http://www.saintalphonsus.org,NON-PROFIT,384
KOOTENAI MEDICAL CENTER,2003 KOOTENAI HEALTH WAY,COEUR D'ALENE,ID,USA,83814,GENERAL ACUTE CARE,OPEN,292,KOOTENAI,47.69550332,-116.7937027,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://healthandwelfare.idaho.gov/Portals/0/Medical/LicensingCertification/AlphaHospital.pdf,http://www.kmc.org,GOVERNMENT - DISTRICT/AUTHORITY,292
ST. JOSEPH REGIONAL MEDICAL CENTER,415 SIXTH STREET,LEWISTON,ID,USA,83501,GENERAL ACUTE CARE,OPEN,145,NEZ PERCE,46.41643974,-117.0243661,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://healthandwelfare.idaho.gov/Portals/0/Medical/LicensingCertification/AlphaHospital.pdf,http://www.sjrmc.org,NON-PROFIT,145
STONY BROOK UNIVERSITY HOSPITAL,101 NICOLLS RD,STONY BROOK,NY,USA,11790,GENERAL ACUTE CARE,OPEN,603,SUFFOLK,40.90919446,-73.11567822,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,https://www.stonybrookmedicine.edu/sbuh,GOVERNMENT - STATE,603
METHODIST HOSPITAL UNION COUNTY,4604 U.S. HWY. 60W,MORGANFIELD,KY,USA,42437,GENERAL ACUTE CARE,OPEN,25,UNION,37.62879646,-87.94765598,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.methodisthospitaluc.net,NON-PROFIT,25
MID-HUDSON VALLEY DIVISION OF WESTCHESTER MEDICAL CENTER,241 NORTH ROAD,POUGHKEEPSIE,NY,USA,12601,GENERAL ACUTE CARE,OPEN,243,DUTCHESS,41.71783839,-73.92770935,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.midhudsonregional.org/,GOVERNMENT - LOCAL,243
CRANE MEMORIAL HOSPITAL,1310 SOUTH ALFORD STREET,CRANE,TX,USA,79322,CRITICAL ACCESS,OPEN,25,CRANE,31.38955285,-102.3499056,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.cranememorial.org,GOVERNMENT - DISTRICT/AUTHORITY,25
CROSBYTON CLINIC HOSPITAL,710 WEST MAIN STREET,CROSBYTON,TX,USA,77429,CRITICAL ACCESS,OPEN,25,CROSBY,33.66061882,-101.2461024,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.crosbytonclinichospital.com,NON-PROFIT,25
JEWISH HOSPITAL SHELBYVILLE,727 HOSPITAL DRIVE,SHELBYVILLE,KY,USA,40065,GENERAL ACUTE CARE,OPEN,70,SHELBY,38.20902771,-85.23592218,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.kentuckyonehealth.org/jewish-hospital-shelbyville,NON-PROFIT,70
THE MEDICAL CENTER AT FRANKLIN,1100 BROOKHAVEN ROAD,FRANKLIN,KY,USA,42134,GENERAL ACUTE CARE,OPEN,25,SIMPSON,36.70001758,-86.57682839,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.themedicalcenterfranklin.org,NON-PROFIT,25
CLAY COUNTY MEMORIAL HOSPITAL,310 WEST SOUTH STREET,HENRIETTA,TX,USA,76365,CRITICAL ACCESS,OPEN,25,CLAY,33.81437269,-98.19848415,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.ccmhospital.com,GOVERNMENT - LOCAL,25
WINKLER COUNTY MEMORIAL HOSPITAL,821 JEFFEE DRIVE,KERMIT,TX,USA,79745,CRITICAL ACCESS,OPEN,19,WINKLER,31.84959206,-103.0905626,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,www.co.winkler.tx.us/?,GOVERNMENT - LOCAL,19
LIBERTY-DAYTON REGIONAL MEDICAL CENTER,1353 NORTH TRAVIS STREET,LIBERTY,TX,USA,77575,CRITICAL ACCESS,OPEN,25,LIBERTY,30.06882337,-94.79849135,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.libertydaytonrmc.com,PROPRIETARY,25
W.J. MANGOLD MEMORIAL HOSPITAL,320 NORTH MAIN STREET,LOCKNEY,TX,USA,79241,CRITICAL ACCESS,OPEN,25,FLOYD,34.12707748,-101.4412453,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.mangoldmemorial.org,GOVERNMENT - DISTRICT/AUTHORITY,25
FREDERICK MEMORIAL HOSPITAL,400 WEST SEVENTH ST,FREDERICK,MD,USA,21701,GENERAL ACUTE CARE,OPEN,308,FREDERICK,39.42265668,-77.41466111,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dhmh.maryland.gov/ohcq/pages/licensee-directory.aspx,http://www.fmh.org,NON-PROFIT,308
PALOS COMMUNITY HOSPITAL,12251 SOUTH 80TH AVENUE,PALOS HEIGHTS,IL,USA,60464,GENERAL ACUTE CARE,OPEN,377,COOK,41.66921093,-87.813444,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.paloscommunityhospital.org,NON-PROFIT,377
